event_index,split,objective_name,objective_value,objective_value_adjusted,long_threshold,short_threshold,affects_future_oos_only,guard_enabled,degenerate_regime,transition_count,min_transition_count,activity_penalty,concentration_penalty,penalty_total,raw_sharpe
1,validation,validation_sharpe_activity_adjusted,-61.92967623069525,-61.92967623069525,0.5202987678332734,0.34381166832770316,true,true,false,303,12,0.0,0.0,0.0,-61.92967623069525
