cycle,equity
1,10000.0
2,10000.0
3,9995.263156295936
4,9990.265524717788
5,9990.265524717788
6,9992.789913820445
7,9987.793518863535
8,9987.793518863535
9,9979.59447335185
10,9974.604676115174
11,9954.614892140105
12,9948.181327959657
13,9960.588856917802
14,9949.339578304955
15,9951.819722046019
16,9950.778184658691
17,9945.802795566362
18,9945.802795566362
19,9935.912058684524
20,9930.944102655181
21,9923.948573643518
22,9939.250783262838
23,9955.026799209278
24,9950.049285809673
25,9950.049285809673
26,9947.810346902024
27,9938.91556719888
28,9933.946109415281
29,9933.946109415281
30,9933.946109415281
31,9924.954157890897
32,9919.991680811952
33,9919.991680811952
34,9909.313043171305
35,9904.35838664972
36,9904.35838664972
37,9887.763518140517
38,9894.172870356724
39,9892.127571221956
40,9899.297716883813
41,9894.348068025372
42,9894.348068025372
43,9894.348068025372
44,9900.239024681654
45,9910.320973866814
46,9905.365813379882
47,9896.36846363065
48,9891.420279398835
49,9891.420279398835
50,9901.081594151798
51,9889.761657225346
52,9884.816776396734
53,9891.736803511374
54,9893.908091002808
55,9888.961136957307
56,9879.517713766047
57,9874.577954909164
58,9864.677578923489
59,9881.12430566429
60,9876.18374351146
61,9876.18374351146
62,9871.586696278631
63,9866.650902930493
64,9868.84963346396
65,9863.91520864723
66,9863.91520864723
67,9863.91520864723
68,9850.355596240848
69,9845.430418442727
70,9838.245282086724
71,9837.352793621181
72,9838.999774652955
73,9848.222177906813
74,9843.29806681786
75,9843.29806681786
76,9840.451083958076
77,9851.855310386109
78,9846.929382730916
79,9846.929382730916
80,9846.929382730916
81,9843.609290714801
82,9838.786658059069
83,9840.482592296825
84,9830.001945729002
85,9824.866234984946
86,9833.905688173612
87,9832.454052554005
88,9819.446867749586
89,9820.656279254043
90,9815.745951114415
91,9815.745951114415
92,9818.677060745486
93,9813.767722215114
94,9819.465061491863
95,9814.555328961118
96,9801.10742968125
97,9796.206875966409
98,9793.468964979586
99,9788.572230497097
100,9783.946860916305
101,9779.054887485847
102,9779.054887485847
103,9779.054887485847
104,9779.054887485847
105,9779.054887485847
106,9762.118862162672
107,9757.23780273159
108,9757.23780273159
109,9757.23780273159
110,9757.23780273159
111,9764.030440251501
112,9764.700322332936
113,9752.454185930874
114,9747.577958837908
115,9732.439153899359
116,9729.538208457603
117,9725.720679982413
118,9735.783723160564
119,9728.375449199713
120,9730.754682943738
121,9725.889305602266
122,9725.889305602266
123,9719.471368608287
124,9716.57373405589
125,9717.561726449328
126,9712.702945586105
127,9712.702945586105
128,9712.631419493422
129,9700.110262900067
130,9691.874549289412
131,9697.504698317449
132,9692.954813051145
133,9688.10833564462
134,9692.13356600275
135,9684.020672579018
136,9696.855482715606
137,9689.55860713678
138,9691.299186062528
139,9692.724882724267
140,9689.39288703487
141,9684.749130473258
142,9690.875808598183
143,9685.185563255356
144,9684.124369799965
145,9693.535506181117
146,9688.688738428027
147,9688.688738428027
148,9670.809095142424
149,9665.133515586374
150,9674.024935291029
151,9670.081197861598
152,9663.385442888317
153,9658.553750166873
154,9647.539919699553
155,9644.577884188666
156,9644.936711244614
157,9649.378245659751
158,9663.642683495404
159,9660.856089377428
160,9659.242768061225
161,9654.79380820734
162,9664.797356067644
163,9659.677879778206
164,9643.793107129064
165,9643.002518966838
166,9643.279419615224
167,9640.732178775146
168,9625.047978496494
169,9632.636085310342
170,9630.896915037007
171,9636.786615842755
172,9640.757442338854
173,9640.942315039938
174,9630.482147927429
175,9616.577427767996
176,9612.979844485582
177,9615.647170777693
178,9596.500074866752
179,9599.549051429494
180,9603.687459456705
181,9616.952554679297
182,9606.147494553003
183,9598.604534825658
184,9580.060701321974
185,9590.379795811628
186,9579.133714190251
187,9578.41135264898
188,9572.118001871762
189,9584.3791466251
190,9573.064970491614
191,9566.923332929426
192,9567.026070873668
193,9561.957658434034
194,9567.547295464294
195,9571.734646063815
196,9575.0470534937
197,9588.860145082026
198,9582.138020230945
199,9572.921716657022
200,9578.0328842486
