event_index,split,objective_name,objective_value,objective_value_adjusted,long_threshold,short_threshold,affects_future_oos_only,guard_enabled,degenerate_regime,transition_count,min_transition_count,activity_penalty,concentration_penalty,penalty_total,raw_sharpe
1,validation,validation_sharpe_activity_adjusted,-26.70710134266335,-26.70710134266335,0.5206333049713828,0.3989032387907944,true,true,false,145,12,0.0,0.0,0.0,-26.70710134266335
