event_index,split,objective_name,objective_value,objective_value_adjusted,long_threshold,short_threshold,affects_future_oos_only,guard_enabled,degenerate_regime,transition_count,min_transition_count,activity_penalty,concentration_penalty,penalty_total,raw_sharpe
1,validation,validation_sharpe_activity_adjusted,-27.869641844891145,-27.869641844891145,0.5209073959509595,0.4768958000257443,true,true,false,159,12,0.0,0.0,0.0,-27.869641844891145
