cycle,equity
1,10000.0
2,10000.0
3,9965.281042951954
4,9960.298402430479
5,9932.541996502892
6,9927.575725504641
7,9926.62935868888
8,9924.943446430258
9,9949.168312826287
10,9952.949505027162
11,9947.973030274648
12,9947.973030274648
13,9942.340157034794
14,9937.368986956277
15,9937.368986956277
16,9914.86438636641
17,9909.906954173226
18,9909.906954173226
19,9909.906954173226
20,9909.906954173226
21,9895.028754931322
22,9890.081240553856
23,9888.409885606032
24,9885.244488509645
25,9896.197902130578
26,9886.652243334982
27,9871.49454796772
28,9842.405866605835
29,9829.79614380043
30,9833.659218937686
31,9841.617580558868
32,9846.091688739474
33,9835.170069533255
34,9816.013400126825
35,9823.705729340267
36,9829.780060783725
37,9818.54878772289
38,9850.707105841493
39,9814.934929160032
40,9762.289245341412
41,9727.291829402291
42,9741.280897298124
43,9735.403912831425
44,9730.53621087501
45,9758.109883214913
46,9763.089293929408
47,9758.207749282445
48,9758.207749282445
49,9763.244579191962
50,9758.362956902367
51,9758.362956902367
52,9736.466343307635
53,9731.598110135981
54,9731.598110135981
55,9753.91266807247
56,9749.035711738434
57,9749.035711738434
58,9748.204642739873
59,9727.5905534899
60,9722.726758213155
61,9741.626200168535
62,9748.42694101001
63,9709.654261440892
64,9708.743435828006
65,9707.918942010703
66,9709.048121160591
67,9704.193597100011
68,9736.702319186265
69,9734.34939155652
70,9729.482216860742
71,9729.482216860742
72,9729.022887544099
73,9748.37786017717
74,9743.503671247083
75,9743.503671247083
76,9743.503671247083
77,9743.503671247083
78,9740.158415202832
79,9735.28833599523
80,9718.237354615758
81,9713.378235938451
82,9703.722047955369
83,9699.196634639455
84,9696.660911580744
85,9700.139540062548
86,9695.289470292517
87,9695.289470292517
88,9695.289470292517
89,9686.787801623115
90,9681.944407722303
91,9681.944407722303
92,9666.792084718698
93,9661.958688676339
94,9659.672932942913
95,9674.683934681538
96,9669.846592714197
97,9669.846592714197
98,9655.304788835449
99,9650.477136441032
100,9658.388668593618
101,9645.083974024876
102,9640.261432037863
103,9645.997627265666
104,9652.418805825193
105,9647.59259642228
106,9638.499415942879
107,9633.680166234908
108,9633.680166234908
109,9633.680166234908
110,9620.710327646153
111,9615.89997248233
112,9615.89997248233
113,9607.108011559681
114,9602.304457553902
115,9602.304457553902
116,9598.78644633235
117,9593.987053109184
118,9593.987053109184
119,9579.005888555443
120,9591.74643198136
121,9583.485241730255
122,9595.25404306412
123,9590.456416042589
124,9582.755496003358
125,9587.06252795298
126,9585.08148595808
127,9577.322431014876
128,9574.587443753511
129,9583.253794726907
130,9569.986732778803
131,9572.903790637478
132,9616.804459771565
133,9611.99605754168
134,9600.40894696526
135,9601.72215294039
136,9595.533595379997
137,9594.473802508115
138,9601.814183065377
139,9597.013275973844
140,9592.73748916352
141,9585.703323533677
142,9580.91047187191
143,9580.91047187191
144,9574.230349581741
145,9569.443234406952
146,9569.443234406952
147,9574.240059926664
148,9578.356358903895
149,9568.544841906989
150,9558.498078732287
151,9553.718829692922
152,9547.014130032738
153,9535.80880634699
154,9501.039234451628
155,9490.11471195956
156,9487.26178937699
157,9481.019049901337
158,9471.486311689881
159,9472.164935637087
160,9497.08608696499
161,9506.081360580669
162,9513.89092427682
163,9523.34732077723
164,9518.58564711684
165,9518.58564711684
166,9501.545009961315
167,9496.794237456335
168,9481.901980908659
169,9490.089348715821
170,9485.344304041464
171,9474.396475359077
172,9469.659277121398
173,9469.659277121398
174,9473.247430669413
175,9476.950038827807
176,9472.211563808392
177,9457.747031704694
178,9467.322531504204
179,9462.588870238453
180,9462.588870238453
181,9465.675950610646
182,9460.943112635341
