cycle,strategy_return,cumulative_return
1,-0.0,0.0
2,-0.0005240975847826661,-0.0005240975847826679
3,-0.0001743661235973921,-0.0006983723235158834
4,-0.0003058789976811588,-0.001004037703770777
5,0.0010511610250296666,0.00004606791595707094
6,0.0011978448506028418,0.0012439679487759037
7,0.0006808062635601513,0.0019256211135072476
8,0.0007418680497014002,0.0026689177199885616
9,0.0004885016152521598,0.0031587231058580745
10,-0.0005215573710235278,0.0026355182795156917
11,0.00011344759783111183,0.002749264870564483
12,-0.00017516707791922045,0.0025736162119514017
13,0.0009467512419056432,0.0035228040282020423
14,0.00034463793900459545,0.003868656059126563
15,-0.0004840506675112165,0.0033827327660675977
16,-0.0004901325176685071,0.0028909422610718938
17,0.0005522607721200501,0.0034447995871971226
18,-0.00014772419538454455,0.00329656651156518
19,-0.0017586343910677227,0.0015321346652577006
20,-6.09765447883182e-6,0.001526027668351082
21,0.0005274785217170472,0.0020543111368866995
22,0.000117265411470307,0.0021718174479976593
23,-0.00009282422284781674,0.0020787916278830476
24,0.00009941807844082412,0.0021784163757929687
25,4.770202157052665e-6,0.002183196969436585
26,0.0011196956420935738,0.0033053371276625665
27,0.0007402039890836776,0.0040479877404733244
28,0.00009797003790887925,0.004146354359894522
29,0.00011055558459850189,0.004257368347123425
30,0.00042719825197032064,0.004686385339409682
31,0.000119833552386532,0.004806780477999206
32,-0.0005,0.004304377087760214
33,0.0,0.004304377087760214
34,-0.0,0.004304377087760214
35,-0.0008353477486739088,0.003465433687376729
36,0.00040778107282140615,0.003874627898464933
37,-0.00047206701021995905,0.003400731804237278
38,-0.0003168771300680273,0.0030827770600350135
39,-0.0007042432954580431,0.0023763627395010367
40,-0.0005838041126557643,0.0017911712965048565
41,-0.0004852188226631379,0.0013050833638139636
42,0.0000577480853546082,0.0013629068152338775
43,-0.00021352478253688594,0.0011490910183156178
44,-0.0008605421075533053,0.00028756006955577007
45,0.0004950163487873804,0.0007827187652789114
46,0.0004763286646346266,0.0012594202612976613
47,-0.0001633441435828414,0.001095870398790888
