cycle,strategy_return,cumulative_return
1,0.0,0.0
2,-0.0023167565359057175,-0.002316756535905684
3,-0.0014492917716154685,-0.0037626906513368308
4,-0.00020175903058094563,-0.003963690525099595
5,0.0012451881510561306,-0.0027234379145196774
6,-0.00032417421383278534,-0.003046729260007597
7,-0.0005,-0.0035452058953775456
8,0.00041611290063826834,-0.003130568200647721
9,0.001685858403448249,-0.0014499874919080558
10,-0.0005,-0.0019492624981620743
11,0.0,-0.0019492624981620743
12,0.000960489101783712,-0.0009906456417642096
13,-0.0005,-0.001490150318943284
14,0.0003321350781810956,-0.0011585101719548963
15,-0.0007841616549907726,-0.0019417633676919177
16,-0.0005,-0.0024407924860080366
17,-0.0,-0.0024407924860080366
18,-0.0012365577726056191,-0.0036743320776938537
19,-0.0005,-0.004172494911654945
20,-0.0002616042404858841,-0.004433007609778605
21,0.0008068013585136953,-0.0036297828078268868
22,-0.0005,-0.004127967916422892
23,0.0,-0.004127967916422892
24,-0.0009713385574958927,-0.005095296819517481
25,-0.0005,-0.005592749171107636
26,0.0,-0.005592749171107636
27,0.00016750372820233768,-0.005426182249242406
28,0.0020790229534841877,-0.0033584404532042145
29,-0.0005,-0.0038567612329775125
30,-0.0,-0.0038567612329775125
31,0.0001276799472086081,-0.0037295737168395737
32,0.0006673148489901672,-0.003064747667770984
33,-0.0004026377708156054,-0.00346615145541751
34,-0.00029845396852554287,-0.003763570937285743
35,0.0004475935022835504,-0.003317661984899023
36,-0.0005,-0.003816003153906511
37,-0.0,-0.003816003153906511
38,-0.00040921759330570396,-0.004223659171585514
39,0.0008071171048639155,-0.003419951054284165
40,-0.0004575282088147676,-0.00387591453901881
41,-0.001434453911061253,-0.005304808629310598
42,-0.0014929963697004412,-0.00678988493898558
43,-0.0005,-0.0072864899965160435
44,-0.0,-0.0072864899965160435
45,-0.0006021372829421775,-0.007884239812169569
46,-0.0009187929723584164,-0.00879578880039622
47,-0.0005,-0.009291390905995955
48,-0.0,-0.009291390905995955
49,-0.000827947423553803,-0.010111645546387993
50,0.001065345499699898,-0.009057072442765546
51,0.00054308601348783,-0.00851890519864451
52,0.000032742774101104675,-0.008486441357131835
53,-0.0003441515279311659,-0.008827672263303277
54,-0.0003222018805538637,-0.009147029851253041
55,0.00027895861298129636,-0.00887062288103202
56,0.0004816095045832888,-0.008393285552739882
57,-0.0006967749693212573,-0.009084212290777716
58,0.000048820988640907825,-0.00903583480236192
59,-0.001583724042658154,-0.010605248576198045
60,0.00018727142259865535,-0.010419963213587402
61,0.0006222914441788395,-0.00980415602336493
62,-0.0005,-0.010299253945353137
