cycle,equity
1,10000.0
2,10000.0
3,9972.132957461581
4,9967.14689098285
5,9967.14689098285
6,9960.470523889102
7,9984.782105006432
8,9988.576832267627
9,9983.582543851493
10,9983.582543851493
11,9983.582543851493
12,9970.212286009333
13,9965.22717986633
14,9965.22717986633
15,9965.22717986633
16,9965.22717986633
17,9965.22717986633
18,9965.22717986633
19,9965.22717986633
20,9966.616787099081
21,9961.633478705533
22,9961.633478705533
23,9961.633478705533
24,9947.04388542645
25,9931.793600769
26,9902.527234060197
27,9897.575970443168
28,9896.516894827479
29,9904.526127045685
30,9909.028834147166
31,9898.037402922351
32,9878.758282280847
33,9886.499781587107
34,9892.61294072925
35,9881.309876313217
36,9876.36922137506
37,9835.565669845804
38,9782.809326154354
39,9747.738346547403
40,9761.756819104017
41,9755.867481367184
42,9750.989547626501
43,9778.621179116199
44,9783.611056423897
45,9778.719250895685
46,9778.719250895685
47,9783.766668092076
48,9778.87478475803
49,9810.668462420206
50,9793.559815681821
51,9788.663035773981
52,9788.663035773981
53,9811.108443605304
54,9806.202889383501
55,9806.202889383501
56,9806.202889383501
57,9806.202889383501
58,9810.514849334386
59,9805.609591909719
60,9805.609591909719
61,9805.609591909719
62,9805.609591909719
63,9799.874067149862
64,9801.013942084362
65,9796.11343511332
66,9796.11343511332
67,9788.848093743323
68,9783.953669696451
69,9783.953669696451
70,9783.953669696451
71,9798.525945100402
72,9793.626682127853
73,9793.626682127853
74,9789.123618888723
75,9790.87513226134
76,9792.40904964748
77,9787.512845122657
78,9770.370394533238
79,9765.485209335971
80,9765.485209335971
81,9756.048249639729
82,9753.497663499415
83,9748.620914667665
84,9746.307046825506
85,9741.433893302094
86,9741.433893302094
87,9732.891761210061
88,9728.025315329456
89,9728.025315329456
90,9728.025315329456
91,9728.025315329456
92,9725.723930035241
93,9720.861068070224
94,9720.861068070224
95,9720.861068070224
96,9706.242547101036
97,9701.389425827485
98,9701.389425827485
99,9701.389425827485
100,9701.389425827485
101,9707.161993731354
102,9702.308412734488
103,9702.308412734488
104,9702.308412734488
105,9702.308412734488
106,9702.308412734488
107,9702.308412734488
108,9689.24617983075
109,9684.401556740835
110,9684.401556740835
111,9684.401556740835
112,9680.585835762358
113,9689.729655426245
114,9684.884790598533
115,9684.884790598533
116,9683.918484240503
117,9673.638849557768
118,9686.50525942152
119,9678.162455179989
120,9690.04752291254
121,9682.012796733263
122,9679.079365385192
123,9683.429690726063
124,9681.42873570819
125,9673.591688355058
126,9670.829209569378
127,9679.58267290409
128,9666.18225320281
129,9669.128632721657
130,9713.470582270465
131,9708.613846979331
132,9696.910265172259
133,9692.061810039673
134,9680.968995335357
135,9679.899766424616
136,9675.059816541405
137,9675.059816541405
138,9670.749257416075
139,9663.657887291729
140,9658.826058348084
141,9642.449244513395
142,9637.628019891139
143,9637.628019891139
144,9637.628019891139
145,9642.459024047064
146,9646.604652730932
147,9636.72322610968
148,9626.604877120099
149,9621.79157468154
150,9615.039102282977
151,9610.231582731836
152,9570.385533891933
153,9559.381275363703
154,9556.507529835473
155,9550.21922577785
156,9540.616909902079
157,9541.300486997912
158,9536.529836754415
159,9540.794205050075
160,9536.023807947551
161,9536.023807947551
162,9548.219904237241
163,9543.445794285124
164,9543.445794285124
165,9543.445794285124
166,9543.445794285124
167,9543.445794285124
168,9543.445794285124
169,9543.445794285124
170,9495.68851200677
171,9507.451929819194
172,9502.698203854285
173,9502.698203854285
174,9502.698203854285
175,9502.698203854285
176,9502.698203854285
177,9502.698203854285
178,9497.69069266002
179,9492.94184731369
180,9321.573322746342
181,9309.57960498083
182,9304.924815178341
