cycle,strategy_return,cumulative_return
1,-0.0,0.0
2,0.00016257524250936598,0.0001625752425093996
3,-0.0005,-0.0003375060451118461
4,-0.0012938456922050178,-0.0016309150565743114
5,-0.0005,-0.002130099599045976
6,-0.0,-0.002130099599045976
7,-0.00009532708104438472,-0.0022252236239133083
8,-0.0001698373332682637,-0.002394683031135325
9,0.002440806491924279,0.00004027850290055923
10,0.00038005108386805113,0.00042034489465736513
11,-0.0005,-0.00007986527778991448
12,-0.0,-0.00007986527778991448
13,-0.0005662332640742548,-0.0006460533194871942
14,-0.0005,-0.001145730292827385
15,-0.0,-0.001145730292827385
16,-0.002264643752225207,-0.0034077793741031925
17,-0.0005,-0.003906075484416127
18,0.0,-0.003906075484416127
19,-0.0018133847250720256,-0.005712376991869661
20,-0.0005,-0.006209520803373669
21,0.0,-0.006209520803373669
22,0.0001394456150041255,-0.006070941078816894
23,-0.0005,-0.006567905608277469
24,0.0,-0.006567905608277469
25,-0.0,-0.006567905608277469
26,0.0,-0.006567905608277469
27,-0.002033147418781721,-0.008587699506724888
28,-0.0029467352912506263,-0.011509129120768402
29,-0.001281162652333833,-0.012775546706711771
30,0.0003929964651090268,-0.01238757098629828
31,0.0008092980897544865,-0.011588298134079689
32,-0.0005,-0.01208250398501265
33,-0.0016092339530729145,-0.013672294362434667
34,-0.0019477720538631676,-0.015593435903426545
35,0.0007836510505724275,-0.01482200466528194
36,0.0006183340188333501,-0.014212835596160489
37,-0.0011425762317555427,-0.015339172579778015
38,0.003275261834907295,-0.012114150551400416
39,-0.003631432373037156,-0.01570159120595338
40,-0.005363834217811226,-0.020981204691580047
41,-0.003584959947362854,-0.02449094786047612
42,0.00143812565112396,-0.023088043269690606
43,-0.0006033071552558869,-0.023677421243241015
44,-0.0005,-0.024165582532619356
45,0.0028337258854331734,-0.02140033528394547
46,0.0005102843454407855,-0.020900971194587337
47,-0.0005,-0.021390520708989946
48,0.0,-0.021390520708989946
49,0.0005161634225186787,-0.02088539829085001
50,-0.0005,-0.021374955591704548
51,0.0,-0.021374955591704548
52,-0.002243881857176064,-0.023570874573830447
53,-0.0005,-0.024059089136543532
54,-0.0,-0.024059089136543532
55,0.0022930003565649563,-0.021821256279947354
56,-0.0005,-0.02231034565180734
57,-0.0,-0.02231034565180734
58,-0.0000852462769789751,-0.022393690054881343
59,-0.0021146549549846488,-0.024460990082231016
60,-0.0005,-0.024948759587189895
61,0.001943841725204965,-0.023053414301862696
62,0.0006981114550829993,-0.022371396699382595
63,-0.003977326783463663,-0.026259745127570233
64,-0.0000938061838619684,-0.02635108798495267
65,-0.00008492281444585085,-0.026433772990843152
66,0.000116315263511466,-0.026320532378602657
67,-0.0005,-0.026807372112413352
68,0.003349966358458364,-0.023547209548690162
69,-0.00024165549614348672,-0.023783174732227352
70,-0.0005,-0.024271283144861155
71,0.0,-0.024271283144861155
72,-0.00004721004740085836,-0.024317347343834284
73,0.001989405601856618,-0.022376318809005813
74,-0.0005,-0.022865130649601273
75,0.0,-0.022865130649601273
76,-0.0004597952714849265,-0.023314412642131632
77,-0.0005,-0.023802755435810563
78,-0.00034333194271,-0.02413791513225494
79,-0.0005,-0.02462584617468877
80,-0.0017514613631348303,-0.02633417631971413
81,-0.0005,-0.02682100923155417
82,-0.0009941122180700773,-0.02778845835664623
83,-0.00046635850589598927,-0.028241857478621846
84,-0.0002614364007896038,-0.028495910429840565
85,0.00035874498587950263,-0.0281473882089458
86,0.000262646648955587,-0.0278921343771803
87,-0.0005,-0.028378188309991614
88,0.0,-0.028378188309991614
89,-0.000876886522620181,-0.029230190381746346
90,-0.0005,-0.02971557528655544
91,-0.0,-0.02971557528655544
92,0.0,-0.02971557528655544
93,-0.0011162015697874599,-0.030798608284560824
94,-0.0005,-0.031283208980418475
95,-0.0,-0.031283208980418475
96,-0.0,-0.031283208980418475
97,-0.001962698243046083,-0.033184507724161816
98,-0.0005,-0.03366791547029968
99,0.0,-0.03366791547029968
100,0.0008198073567481797,-0.032875709318340385
101,-0.001377527352155996,-0.034207949481688815
102,-0.0005,-0.0346908455069479
103,0.0005950248619543579,-0.03411646256055234
104,0.0006656831991516698,-0.0334734901173418
105,-0.0005,-0.0339567533722831
106,-0.0009425336309053934,-0.034867281621138724
107,-0.0005,-0.03534984798032814
108,-0.0,-0.03534984798032814
109,0.0,-0.03534984798032814
110,-0.0013463015550602279,-0.036648557980081264
111,-0.0005,-0.03713023370109114
112,0.0,-0.03713023370109114
113,-0.0009143149312916633,-0.03801059990530753
114,-0.0005,-0.038491594605354784
115,-0.0,-0.038491594605354784
116,-0.00036637155560978127,-0.038843863935571155
117,-0.0005,-0.0393244420036033
118,-0.0,-0.0393244420036033
119,-0.0015615160277798054,-0.04082455228491089
120,0.0013300486056847015,-0.03954880231807045
121,-0.0008612811347431333,-0.04037602081547531
122,0.0012280293689625867,-0.03919757438587601
123,-0.0005,-0.039677975598683024
124,-0.0008029774293482915,-0.04044909250918338
125,0.00044945652129161316,-0.040017816096300396
126,-0.00020663701619997012,-0.040216183950387396
127,-0.0008094928514245147,-0.04099312208839245
128,-0.0002855690910548765,-0.04126698481083313
129,0.0009051409289753666,-0.04039919631882549
130,-0.0013844005629281952,-0.0417276682116281
131,0.0003048131559769034,-0.041435574197890346
132,0.004585930256295234,-0.0370396645949963
133,-0.0005,-0.037521144762698744
134,-0.0012054843246973486,-0.03868139793553993
135,0.00013678646215835246,-0.038549902564956495
136,-0.0006445257904591629,-0.03916958194899289
137,-0.0001104464760971934,-0.039275702282793534
138,0.0007650633800617044,-0.03854068730427451
139,-0.0005,-0.039021416960622335
140,-0.0004455330723598381,-0.03944956470119587
141,-0.0007332803214713813,-0.0401539174331812
142,-0.0005,-0.0406338404744645
143,0.0,-0.0406338404744645
144,-0.0006972325135258729,-0.041302741753262096
145,-0.0005,-0.04178209038238545
146,0.0,-0.04178209038238545
147,0.0005012648491885458,-0.04130176942643127
148,0.0004299347991555304,-0.040889591695218996
149,-0.0010243424476252309,-0.041872049198404815
150,-0.0010499781670771555,-0.04287806262801286
151,-0.0005,-0.043356623596698785
152,-0.0007017895104203419,-0.044027985883471676
153,-0.001173699287874578,-0.04515000955566828
154,-0.0036462110977118645,-0.048631594187476535
155,-0.0011498239532001255,-0.04972550036879764
156,-0.00030062045287771794,-0.05001117231923491
157,-0.0006580127769471726,-0.05063627710580598
158,-0.0010054550213729082,-0.051590819628099305
159,0.00007164915039440056,-0.05152286691609931
160,0.0026309878995183743,-0.049027435055985724
161,0.0009471614275482137,-0.04812671052381412
162,0.0008215334373777889,-0.04734471478836266
163,-0.0005,-0.04782104243096841
164,0.0,-0.04782104243096841
165,-0.0,-0.04782104243096841
166,0.0,-0.04782104243096841
167,-0.0,-0.04782104243096841
168,-0.0015681351175262897,-0.049314187692501954
169,0.0008634731537666675,-0.04849329601590757
170,-0.0005,-0.048969049367899586
171,-0.0011541835837968828,-0.050066713678802
172,-0.0005,-0.0505416803219626
173,0.0,-0.0505416803219626
174,0.00037891052286150235,-0.050181920573618144
175,0.0003908488810718794,-0.04981068524005261
176,-0.0005,-0.05028577989743255
177,-0.0015270490957955802,-0.05173604013850441
178,0.0010124504036119852,-0.05077596990961197
179,-0.0005,-0.051250581924657146
180,-0.0,-0.051250581924657146
181,0.0003262405684667114,-0.05094106137517174
182,-0.0005,-0.051415590844484105
