event_index,split,objective_name,objective_value,objective_value_adjusted,long_threshold,short_threshold,affects_future_oos_only,guard_enabled,degenerate_regime,transition_count,min_transition_count,activity_penalty,concentration_penalty,penalty_total,raw_sharpe
1,validation,validation_sharpe_activity_adjusted,-48.76076627101409,-48.76076627101409,0.7468698680429599,0.47900372015575876,true,true,false,209,12,0.0,0.0,0.0,-48.76076627101409
